title	date	location	filename	url
thun, lake of, spiez, bernese oberland, switzerland	1890	Switzerland	2001701253.jpg	http://www.loc.gov/item/2001701253/
reichenau, towards rexalp (i.e., raxalpe), lower austria, austro-hungary	1890	Austro-Hungary	2002708378.jpg	http://www.loc.gov/item/2002708378/
derwentwater and keswick, lake district, england	1890	UK	2002696851.jpg	http://www.loc.gov/item/2002696851/
street with washerwomen, naples, italy	1890	Italy	2001700911.jpg	http://www.loc.gov/item/2001700911/
prag. kaiser franz-brücke mit hradschin	1890	Czech Republic	2017659158.jpg	http://www.loc.gov/item/2017659158/
the new village alexander iii, (i.e., aleksandrovsk), kola peninsula, russia	1890	Russia	2001697449.jpg	http://www.loc.gov/item/2001697449/
jersey, plemont, i, channel islands	1890	UK	2002696502.jpg	http://www.loc.gov/item/2002696502/
site of dan and source of the jordan, tel-el-kadi, holy land, (i.e., israel)	1890	Holy Land	2002725056.jpg	http://www.loc.gov/item/2002725056/
manitou, colorado	1898	US	2008676340.jpg	http://www.loc.gov/item/2008676340/
bad schandau, saxony, germany	1890	Germany	2002720604.jpg	http://www.loc.gov/item/2002720604/
from the beach, biarritz, pyrenees, france	1890	France	2001698616.jpg	http://www.loc.gov/item/2001698616/
the bavaria, with temple of fame, munich, bavaria, germany	1890	Germany	2002696152.jpg	http://www.loc.gov/item/2002696152/
the grand staircase, helgoland, germany	1890	Germany	2002713867.jpg	http://www.loc.gov/item/2002713867/
brackendale, estade, camberley, england	1890	UK	2002696447.jpg	http://www.loc.gov/item/2002696447/
the new waterfall, wilhelmshohe, cassel (i.e., kassel), hesse-nassau, germany	1890	Germany	2002713888.jpg	http://www.loc.gov/item/2002713888/
nicolaaskerk, amsterdam, [holland]	1890	Netherlands	2001698753.jpg	http://www.loc.gov/item/2001698753/
fountain in the kurpark, wiesbaden, hesse-nassau, germany	1890	Germany	2002713922.jpg	http://www.loc.gov/item/2002713922/
kyffhauser and monument, thuringia, germany	1890	Germany	2002720741.jpg	http://www.loc.gov/item/2002720741/
upper engadine, general view, grisons, switzerland	1890	Switzerland	2001702490.jpg	http://www.loc.gov/item/2001702490/
gap of dunloe, killarney. county kerry, ireland	1890	Ireland	2002717432.jpg	http://www.loc.gov/item/2002717432/
hofburg, vienna, austro-hungary	1890	Austro-Hungary	2002708397.jpg	http://www.loc.gov/item/2002708397/
corn (i.e. wheat) exchange hall with tower of town hall, leyden, (i.e., leiden) holland	1890	Netherlands	2001699512.jpg	http://www.loc.gov/item/2001699512/
scheidegg, hotel jungfrau, bernese oberland, switzerland	1890	Switzerland	2001701316.jpg	http://www.loc.gov/item/2001701316/
rustington convalescent home, littlehampton, england	1890	UK	2002696914.jpg	http://www.loc.gov/item/2002696914/
corvetto place (acqua sola) (i.e. piazza corvetto, acquasola park), genoa, italy	1890	Italy	2001700854.jpg	http://www.loc.gov/item/2001700854/
aletsch, glacier and belalp hotel, valais, alps of, switzerland	1890	Switzerland	2001703281.jpg	http://www.loc.gov/item/2001703281/
general view and minaret of the bride, damascus, holy land, (i.e. syria)	1890	Holy Land	2002724978.jpg	http://www.loc.gov/item/2002724978/
rothbuche i. botan. garten, zürich	1890	Switzerland	2017656491.jpg	http://www.loc.gov/item/2017656491/
clumber house. nr. worksop	1890	UK	2017659764.jpg	http://www.loc.gov/item/2017659764/
como, from the railway, lake como, italy	1890	Italy	2001700784.jpg	http://www.loc.gov/item/2001700784/
statue of liberty, new york harbor	1905	US	2008679689.jpg	http://www.loc.gov/item/2008679689/
the saussure monument of chamonix, chamonix valley, france	1890	France	2001697625.jpg	http://www.loc.gov/item/2001697625/
st. anton with wettersteingebirge, upper bavaria, germany	1890	Germany	2002696294.jpg	http://www.loc.gov/item/2002696294/
bridge, carmarthen, wales	1890	Wales	2001703452.jpg	http://www.loc.gov/item/2001703452/
alligator head, la jolla	1898	US	2008678132.jpg	http://www.loc.gov/item/2008678132/
pier and bathing place, looking east, southend-on-sea, england	1890	UK	2002708114.jpg	http://www.loc.gov/item/2002708114/
bombay. palm-tree in the university garden	1890	India	2017658175.jpg	http://www.loc.gov/item/2017658175/
jungfrau and lutschine, bernese oberland, switzerland	1890	Switzerland	2001701195.jpg	http://www.loc.gov/item/2001701195/
eisenbahn bridge, cologne, the rhine, germany	1910	Germany	2002714137.jpg	http://www.loc.gov/item/2002714137/
general view, kaschau, hungary, austro-hungary	1890	Austro-Hungary	2002710877.jpg	http://www.loc.gov/item/2002710877/
osterstrasse, hameln, hanover, germany	1890	Germany	2002713758.jpg	http://www.loc.gov/item/2002713758/
upper engadine, bernina hospice and cambrena glacier, grisons, switzer	1890	Switzerland	2001703002.jpg	http://www.loc.gov/item/2001703002/
a street in chinatown	1898	US	2008678098.jpg	http://www.loc.gov/item/2008678098/
ivybridge, general view, plymouth, england	1890	UK	2002708051.jpg	http://www.loc.gov/item/2002708051/
popper see, tatra, austro-hungary	1890	Austro-Hungary	2002710898.jpg	http://www.loc.gov/item/2002710898/
braubach and marksburg, the rhine, germany	1890	Germany	2002714072.jpg	http://www.loc.gov/item/2002714072/
chain bridge hotel, berwyn valley, llangollen, wales	1890	Wales	2001703517.jpg	http://www.loc.gov/item/2001703517/
battle mountain mines, cripple creek	1900	US	2008678077.jpg	http://www.loc.gov/item/2008678077/
the harbor, cannes, riviera	1890	France	2001699284.jpg	http://www.loc.gov/item/2001699284/
the university, vienna, austro-hungary	1890	Austro-Hungary	2002708401.jpg	http://www.loc.gov/item/2002708401/
the doughs, tongland, kirkcudbright, scotland	1890	Scotland	2002695007.jpg	http://www.loc.gov/item/2002695007/
the pier, dunoon, scotland	1890	Scotland	2001705990.jpg	http://www.loc.gov/item/2001705990/
pirano, the castle, istria, austro-hungary	1890	Austro-Hungary	2002710932.jpg	http://www.loc.gov/item/2002710932/
lucerne, musegg and pilatus, pilatus, switzerland	1890	Switzerland	2001703147.jpg	http://www.loc.gov/item/2001703147/
prospect hotel, harrogate, england	1890	UK	2002696781.jpg	http://www.loc.gov/item/2002696781/
andre monument, tarrytown, n.y.	1904	US	2008679666.jpg	http://www.loc.gov/item/2008679666/
roman bridge over the gard, constructed by agrippa, nîmes, france	1890	France	2001698495.jpg	http://www.loc.gov/item/2001698495/
village of siloam, jerusalem, holy land	1890	Holy Land	2002724997.jpg	http://www.loc.gov/item/2002724997/
armory of the ohio national guard, cleveland	1901	US	2008679518.jpg	http://www.loc.gov/item/2008679518/
general view, lourdes, pyrenees, france	1890	France	2001698641.jpg	http://www.loc.gov/item/2001698641/
rudelsburg, saalethal, hartz, germany	1890	Germany	2002713830.jpg	http://www.loc.gov/item/2002713830/
mausoleum, anhalt, germany	1890	Germany	2002696105.jpg	http://www.loc.gov/item/2002696105/
marine academy, kiel, schleswig-holstein, germany	1890	Germany	2002720653.jpg	http://www.loc.gov/item/2002720653/
spanish peaks	1898	US	2008676317.jpg	http://www.loc.gov/item/2008676317/
auckland, from st. matthews tower	1890	New Zealand	2017657812.jpg	http://www.loc.gov/item/2017657812/
street of the tower of david, the bazaar, jerusalem, holy land	1890	Holy Land	2002725001.jpg	http://www.loc.gov/item/2002725001/
cliffs and beach, clacton-on-sea, england	1890	UK	2002696555.jpg	http://www.loc.gov/item/2002696555/
chillon castle, montreux, geneva lake, switzerland	1890	Switzerland	2001702428.jpg	http://www.loc.gov/item/2001702428/
south parade, ii., herne bay, england	1890	UK	2002696806.jpg	http://www.loc.gov/item/2002696806/
forum romanum from the palatine, rome, italy	1890	Italy	2001700946.jpg	http://www.loc.gov/item/2001700946/
britannia pier and parade (i.e., promenade), yarmouth, england	1890	UK	2002708285.jpg	http://www.loc.gov/item/2002708285/
jungfrau, railroad, eiger and monch, with eiger glacier, bernese oberland, switzerland	1890	Switzerland	2001701204.jpg	http://www.loc.gov/item/2001701204/
arabs leaving mosque, tunis, tunisia	1899	Tunisia	2001699400.jpg	http://www.loc.gov/item/2001699400/
a peasant's house, black forest, baden, germany	1890	Germany	2002713563.jpg	http://www.loc.gov/item/2002713563/
lugano, the quay, tessin, switzerland	1890	Switzerland	2001703239.jpg	http://www.loc.gov/item/2001703239/
the cemetery, with chapel, algiers, algeria	1899	Algeria	2001697808.jpg	http://www.loc.gov/item/2001697808/
a yeoman of the guard (beefeater), london, england	1890	UK	2002696943.jpg	http://www.loc.gov/item/2002696943/
valley of sarca, arco, lake garda, italy	1890	Italy	2001700803.jpg	http://www.loc.gov/item/2001700803/
bridge at saint beatenberg, with view of mount eiger, mönch and jungfrau, bernese oberland, switzerland	1890	Switzerland	2001701341.jpg	http://www.loc.gov/item/2001701341/
the beach, scheveningen, holland	1890	Netherlands	2001699545.jpg	http://www.loc.gov/item/2001699545/
town hall, erfurt, thuringia, germany	1890	Germany	2002720716.jpg	http://www.loc.gov/item/2002720716/
the ramparts from grand bey, st. malo, france	1890	France	2001698704.jpg	http://www.loc.gov/item/2001698704/
castle and rose garden, colberg, pomerania, germany (i.e.,kołobrzeg, poland)	1890	Germany	2002713975.jpg	http://www.loc.gov/item/2002713975/
the gardens ii, bournemouth, england	1890	UK	2002696410.jpg	http://www.loc.gov/item/2002696410/
bedouin beggars and children, tunis, tunisia	1899	Tunisia	2001699396.jpg	http://www.loc.gov/item/2001699396/
spalato, hotel de ville, dalmatia, austro-hungary	1890	Austro-Hungary	2002710820.jpg	http://www.loc.gov/item/2002710820/
lion monument, and fountain, lucerne, switzerland	1890	Switzerland	2001703055.jpg	http://www.loc.gov/item/2001703055/
interior scalzi, venice, italy	1890	Italy	2001701068.jpg	http://www.loc.gov/item/2001701068/
grèce. eleusis. propylees du temple de démètĕr	1890	Greece	2017658122.jpg	http://www.loc.gov/item/2017658122/
general view, i., symonds yat, england	1890	UK	2002708143.jpg	http://www.loc.gov/item/2002708143/
vicinity of wonastow church, monmouth, wales	1890	Wales	2002697082.jpg	http://www.loc.gov/item/2002697082/
general view, aberystwith, wales	1890	Wales	2001703405.jpg	http://www.loc.gov/item/2001703405/
a crow indian	1902	US	2008678165.jpg	http://www.loc.gov/item/2008678165/
waldparthie bei davos	1890	Switzerland	2017651753.jpg	http://www.loc.gov/item/2017651753/
hotel de ville place, avignon, provence, france	1890	France	2001698587.jpg	http://www.loc.gov/item/2001698587/
the plantation, exmouth, england	1890	UK	2002696739.jpg	http://www.loc.gov/item/2002696739/
new concert room and library, leipsig (i.e., leipzig), saxony, germany	1890	Germany	2002720595.jpg	http://www.loc.gov/item/2002720595/
hathersage, lead mills bridge, derbyshire, england	1890	UK	2002696693.jpg	http://www.loc.gov/item/2002696693/
oxford. worcester college	1890	UK	2017659733.jpg	http://www.loc.gov/item/2017659733/
roman baths and abbey, iii, bath, england	1890	UK	2002696369.jpg	http://www.loc.gov/item/2002696369/
grand hotel, grasse, france	1890	France	2001698138.jpg	http://www.loc.gov/item/2001698138/
the promenade and tower from north pier, blackpool, england	1890	UK	2002696386.jpg	http://www.loc.gov/item/2002696386/
champs de mars, exposition universal, 1900, paris, france	1890	France	2001698568.jpg	http://www.loc.gov/item/2001698568/
a glimpse of mirror lake, adirondack mountains	1902	US	2008679631.jpg	http://www.loc.gov/item/2008679631/
graz, general view from the rainer kogel, styria, austro-hungary	1890	Austro-Hungary	2002710965.jpg	http://www.loc.gov/item/2002710965/
castle kennedy, stranraer, scotland	1890	Scotland	2002695050.jpg	http://www.loc.gov/item/2002695050/
urnersee and pilatus, lake lucerne, switzerland	1890	Switzerland	2001703110.jpg	http://www.loc.gov/item/2001703110/
"""konig albert,"" promenade deck, north german lloyd, royal mail steamers"	1890	Germany	2002720829.jpg	http://www.loc.gov/item/2002720829/
hotel schafberg, upper austria, austro-hungary	1890	Austro-Hungary	2002708456.jpg	http://www.loc.gov/item/2002708456/
a traveling cook, kairwan, tunisia	1899	Tunisia	2001699379.jpg	http://www.loc.gov/item/2001699379/
bodelwyddan church (exterior), rhyl, wales	1890	Wales	2001703540.jpg	http://www.loc.gov/item/2001703540/
blackgate and castle, newcastle-on-tyne, england	1890	UK	2002708006.jpg	http://www.loc.gov/item/2002708006/
in cleddau valley. milford sound	1890	New Zealand	2017658067.jpg	http://www.loc.gov/item/2017658067/
stone bridge and san giorgia (i.e., giorgio), verona, italy	1890	Italy	2001701087.jpg	http://www.loc.gov/item/2001701087/
langen market and court house, danzig, west prussia, germany (i.e., gdańsk, poland)	1890	Germany	2002714025.jpg	http://www.loc.gov/item/2002714025/
lauterbrunnen valley with staubbach, bernese oberland, switzerland	1890	Switzerland	2001701212.jpg	http://www.loc.gov/item/2001701212/
general view, bukharest, roumania	1890	Roumania	2001699416.jpg	http://www.loc.gov/item/2001699416/
from rebgut sonnenberg, freiburg, baden, germany	1890	Germany	2002713575.jpg	http://www.loc.gov/item/2002713575/
sands and revolving tower, yarmouth, england	1890	UK	2002708293.jpg	http://www.loc.gov/item/2002708293/
imperial gate, topkapi palace, constantinople, turkey	1890	Turkey	2003653108.jpg	http://www.loc.gov/item/2003653108/
whitby, the abbey, i., yorkshire, england	1890	UK	2002708339.jpg	http://www.loc.gov/item/2002708339/
garibaldi's monument, rome, italy	1890	Italy	2001700950.jpg	http://www.loc.gov/item/2001700950/
mill, horning village, england	1890	UK	2002696810.jpg	http://www.loc.gov/item/2002696810/
steinach, tyrol, austro-hungary	1890	Austro-Hungary	2002711118.jpg	http://www.loc.gov/item/2002711118/
from the tunnel, baidar, the crimea, russia, (i.e., ukraine)	1890	Ukraine	2001697408.jpg	http://www.loc.gov/item/2001697408/
bruges. grande place beffroi	1890	Belgium	2017659119.jpg	http://www.loc.gov/item/2017659119/
from the mount of olives, general view, jerusalem, holy land	1890	Holy Land	2002725017.jpg	http://www.loc.gov/item/2002725017/
castle, marten's tower, chepstow, wales	1890	Wales	2002696543.jpg	http://www.loc.gov/item/2002696543/
matai river, nelson	1890	New Zealand	2017657804.jpg	http://www.loc.gov/item/2017657804/
flensburg, view from ballastberg, i., schleswig-holstein, germany	1890	Germany	2002720645.jpg	http://www.loc.gov/item/2002720645/
balanced rock, garden of the gods	1898	US	2008676301.jpg	http://www.loc.gov/item/2008676301/
regenstein castle near blankenburg (ruins), hartz, germany	1890	Germany	2002713826.jpg	http://www.loc.gov/item/2002713826/
michaelsberg, bamberg, bavaria, germany	1890	Germany	2002696113.jpg	http://www.loc.gov/item/2002696113/
adelsberg, general view, carniola, austro-hungary	1890	Austro-Hungary	2002710709.jpg	http://www.loc.gov/item/2002710709/
the valley of the d'oô, luchon, pyrenees, france	1890	France	2001698657.jpg	http://www.loc.gov/item/2001698657/
entrance to the harbor, bournemouth, england	1890	UK	2002696406.jpg	http://www.loc.gov/item/2002696406/
the marienburg, moselle, valley of, germany	1890	Germany	2002713963.jpg	http://www.loc.gov/item/2002713963/
general view, toulouse, france	1890	France	2001698712.jpg	http://www.loc.gov/item/2001698712/
riga.  la cathédrale	1890	Rusia	2002718786.jpg	http://www.loc.gov/item/2002718786/
view from the fifth lock, bromberg, germany [i.e., bydgoszcz, poland]	1890	Germany	2002720700.jpg	http://www.loc.gov/item/2002720700/
damesbaden, scheveningen, holland	1890	Netherlands	2001699553.jpg	http://www.loc.gov/item/2001699553/
a lemon tree, limone, lake garda, italy	1890	Italy	2001700815.jpg	http://www.loc.gov/item/2001700815/
richmond, view of the thames, england	1890	UK	2002696955.jpg	http://www.loc.gov/item/2002696955/
haddon hall, steps, derbyshire, england	1890	UK	2002696685.jpg	http://www.loc.gov/item/2002696685/
malvern. priory church, i	1890	UK	2017659725.jpg	http://www.loc.gov/item/2017659725/
the carola bridge, altstadt, dresden, saxony, germany	1890	Germany	2002720583.jpg	http://www.loc.gov/item/2002720583/
the round fountain, aix, provence, france	1890	France	2001698591.jpg	http://www.loc.gov/item/2001698591/
mossbrae falls, california	1899	US	2008678173.jpg	http://www.loc.gov/item/2008678173/
town and lake, bala, wales	1890	Wales	2001703413.jpg	http://www.loc.gov/item/2001703413/
grèce. port du pirée	1890	Greece	2017658134.jpg	http://www.loc.gov/item/2017658134/
view from torquay road, teignmouth, england	1890	UK	2002708155.jpg	http://www.loc.gov/item/2002708155/
parade and revolving tower, morecambe, england	1890	UK	2002697094.jpg	http://www.loc.gov/item/2002697094/
